exon	relative_pos_in_circle	relative_pos_in_exon	coverage
3	1	1	5
3	2	2	5
3	3	3	5
3	4	4	5
3	5	5	5
3	6	6	5
3	7	7	5
3	8	8	5
3	9	9	5
3	10	10	5
3	11	11	5
3	12	12	5
3	13	13	5
3	14	14	5
3	15	15	5
3	16	16	5
3	17	17	5
3	18	18	5
3	19	19	5
3	20	20	5
3	21	21	5
3	22	22	5
3	23	23	5
3	24	24	5
3	25	25	5
3	26	26	5
3	27	27	5
3	28	28	5
3	29	29	5
3	30	30	5
3	31	31	5
3	32	32	5
3	33	33	5
3	34	34	5
3	35	35	5
3	36	36	5
3	37	37	5
3	38	38	5
3	39	39	5
3	40	40	5
3	41	41	5
3	42	42	5
3	43	43	5
3	44	44	5
3	45	45	5
3	46	46	5
3	47	47	5
3	48	48	5
3	49	49	5
3	50	50	5
3	51	51	5
3	52	52	5
3	53	53	4
3	54	54	4
3	55	55	4
3	56	56	4
3	57	57	4
3	58	58	3
3	59	59	3
3	60	60	3
3	61	61	3
3	62	62	3
3	63	63	3
3	64	64	3
3	65	65	3
3	66	66	3
3	67	67	3
3	68	68	3
3	69	69	3
3	70	70	3
3	71	71	3
3	72	72	3
3	73	73	3
3	74	74	3
3	75	75	3
3	76	76	3
3	77	77	3
3	78	78	3
3	79	79	3
3	80	80	3
3	81	81	3
3	82	82	3
3	83	83	3
3	84	84	2
3	85	85	2
3	86	86	2
3	87	87	2
3	88	88	2
3	89	89	2
3	90	90	2
3	91	91	2
3	92	92	2
3	93	93	2
3	94	94	2
3	95	95	2
3	96	96	2
3	97	97	2
3	98	98	2
3	99	99	2
3	100	100	2
3	101	101	2
3	102	102	2
3	103	103	2
3	104	104	2
3	105	105	2
3	106	106	2
3	107	107	2
3	108	108	2
3	109	109	2
3	110	110	2
3	111	111	2
3	112	112	2
3	113	113	2
3	114	114	2
3	115	115	2
3	116	116	2
3	117	117	2
3	118	118	2
3	119	119	2
3	120	120	2
3	121	121	2
3	122	122	2
3	123	123	1
3	124	124	1
3	125	125	1
3	126	126	1
3	127	127	1
3	128	128	1
3	129	129	1
3	130	130	1
3	131	131	1
3	132	132	1
3	133	133	1
3	134	134	1
3	135	135	1
3	136	136	1
3	137	137	1
3	138	138	1
3	139	139	1
3	140	140	1
3	141	141	1
3	142	142	1
3	143	143	1
3	144	144	1
3	145	145	1
3	146	146	1
3	147	147	1
3	148	148	1
3	149	149	1
3	150	150	1
3	151	151	1
3	152	152	1
3	153	153	1
3	154	154	1
3	155	155	1
3	156	156	0
3	157	157	0
3	158	158	0
3	159	159	0
3	160	160	0
3	161	161	0
3	162	162	0
3	163	163	0
3	164	164	0
3	165	165	0
3	166	166	0
3	167	167	0
3	168	168	0
3	169	169	0
3	170	170	0
3	171	171	0
3	172	172	0
3	173	173	0
3	174	174	0
3	175	175	0
3	176	176	0
3	177	177	0
3	178	178	0
3	179	179	0
3	180	180	0
3	181	181	0
3	182	182	0
3	183	183	0
3	184	184	0
3	185	185	0
3	186	186	0
3	187	187	0
3	188	188	0
3	189	189	0
3	190	190	0
3	191	191	0
3	192	192	0
3	193	193	0
3	194	194	0
3	195	195	0
3	196	196	0
3	197	197	0
3	198	198	0
3	199	199	0
3	200	200	0
3	201	201	0
3	202	202	0
3	203	203	0
3	204	204	0
3	205	205	0
3	206	206	0
3	207	207	0
3	208	208	0
3	209	209	0
3	210	210	0
3	211	211	0
3	212	212	0
3	213	213	0
3	214	214	0
3	215	215	0
3	216	216	0
3	217	217	0
3	218	218	0
3	219	219	0
3	220	220	0
3	221	221	0
3	222	222	0
3	223	223	0
3	224	224	0
3	225	225	0
3	226	226	0
3	227	227	0
3	228	228	0
3	229	229	0
3	230	230	0
3	231	231	0
3	232	232	0
3	233	233	0
3	234	234	0
3	235	235	0
3	236	236	0
3	237	237	0
3	238	238	0
3	239	239	0
3	240	240	0
3	241	241	0
3	242	242	0
3	243	243	0
3	244	244	0
3	245	245	0
3	246	246	0
3	247	247	0
3	248	248	0
3	249	249	0
3	250	250	0
3	251	251	0
3	252	252	0
3	253	253	0
3	254	254	0
3	255	255	0
3	256	256	0
3	257	257	0
3	258	258	0
3	259	259	0
3	260	260	0
3	261	261	0
3	262	262	0
3	263	263	0
3	264	264	0
3	265	265	0
3	266	266	0
3	267	267	0
3	268	268	0
3	269	269	0
3	270	270	0
3	271	271	0
3	272	272	0
3	273	273	0
3	274	274	0
3	275	275	0
3	276	276	0
3	277	277	0
3	278	278	0
3	279	279	0
3	280	280	0
3	281	281	0
3	282	282	0
3	283	283	0
3	284	284	0
3	285	285	0
3	286	286	0
3	287	287	0
3	288	288	0
3	289	289	0
3	290	290	0
3	291	291	0
3	292	292	0
3	293	293	0
3	294	294	0
3	295	295	0
3	296	296	0
3	297	297	0
3	298	298	0
3	299	299	0
3	300	300	0
3	301	301	0
3	302	302	0
3	303	303	0
3	304	304	0
3	305	305	0
3	306	306	0
3	307	307	0
3	308	308	0
3	309	309	0
3	310	310	0
3	311	311	0
3	312	312	0
3	313	313	0
3	314	314	0
3	315	315	0
3	316	316	0
3	317	317	0
3	318	318	0
3	319	319	0
3	320	320	0
3	321	321	0
3	322	322	0
3	323	323	0
3	324	324	0
3	325	325	0
3	326	326	0
3	327	327	0
3	328	328	0
3	329	329	0
3	330	330	0
3	331	331	0
3	332	332	0
3	333	333	0
3	334	334	0
3	335	335	0
3	336	336	0
3	337	337	0
3	338	338	0
3	339	339	0
3	340	340	0
3	341	341	0
3	342	342	0
3	343	343	0
3	344	344	0
3	345	345	0
3	346	346	0
3	347	347	0
3	348	348	0
3	349	349	0
3	350	350	0
3	351	351	0
3	352	352	0
3	353	353	0
3	354	354	0
3	355	355	0
3	356	356	0
3	357	357	0
3	358	358	0
3	359	359	0
3	360	360	0
3	361	361	0
3	362	362	0
3	363	363	0
3	364	364	0
3	365	365	0
3	366	366	0
3	367	367	0
3	368	368	0
3	369	369	0
3	370	370	0
3	371	371	0
3	372	372	0
3	373	373	0
3	374	374	0
3	375	375	0
3	376	376	0
3	377	377	0
3	378	378	0
3	379	379	0
3	380	380	0
3	381	381	0
3	382	382	0
3	383	383	0
3	384	384	0
3	385	385	0
3	386	386	0
3	387	387	0
3	388	388	0
3	389	389	0
3	390	390	0
3	391	391	0
3	392	392	0
3	393	393	0
3	394	394	0
3	395	395	0
3	396	396	0
3	397	397	0
3	398	398	0
3	399	399	0
3	400	400	0
3	401	401	0
3	402	402	0
3	403	403	0
3	404	404	0
3	405	405	0
3	406	406	0
3	407	407	0
3	408	408	0
3	409	409	0
3	410	410	0
3	411	411	0
3	412	412	0
3	413	413	0
3	414	414	0
3	415	415	0
3	416	416	0
3	417	417	0
3	418	418	0
3	419	419	0
3	420	420	0
3	421	421	0
3	422	422	0
3	423	423	0
3	424	424	0
3	425	425	0
3	426	426	0
3	427	427	0
3	428	428	0
3	429	429	0
3	430	430	0
3	431	431	0
3	432	432	0
3	433	433	0
3	434	434	0
3	435	435	0
3	436	436	0
3	437	437	0
3	438	438	0
3	439	439	0
3	440	440	0
3	441	441	0
3	442	442	0
3	443	443	0
3	444	444	0
3	445	445	0
3	446	446	0
3	447	447	0
3	448	448	0
3	449	449	0
3	450	450	0
3	451	451	0
3	452	452	0
3	453	453	0
3	454	454	0
3	455	455	0
3	456	456	0
3	457	457	0
3	458	458	0
3	459	459	0
3	460	460	0
3	461	461	0
3	462	462	0
3	463	463	0
3	464	464	0
3	465	465	0
3	466	466	0
3	467	467	0
3	468	468	0
3	469	469	0
3	470	470	0
3	471	471	0
3	472	472	0
3	473	473	0
3	474	474	0
3	475	475	0
3	476	476	0
3	477	477	0
3	478	478	0
3	479	479	0
3	480	480	0
3	481	481	0
3	482	482	0
3	483	483	0
3	484	484	0
3	485	485	0
3	486	486	0
3	487	487	0
3	488	488	0
3	489	489	0
3	490	490	0
3	491	491	0
3	492	492	0
3	493	493	0
3	494	494	0
3	495	495	0
3	496	496	0
3	497	497	0
3	498	498	0
3	499	499	0
3	500	500	0
3	501	501	0
3	502	502	0
3	503	503	0
3	504	504	0
3	505	505	0
3	506	506	0
3	507	507	0
3	508	508	0
3	509	509	0
3	510	510	0
3	511	511	0
3	512	512	0
3	513	513	0
3	514	514	0
3	515	515	0
3	516	516	0
3	517	517	0
3	518	518	0
3	519	519	0
3	520	520	0
3	521	521	0
3	522	522	0
3	523	523	0
3	524	524	0
3	525	525	0
3	526	526	0
3	527	527	0
3	528	528	0
3	529	529	0
3	530	530	0
3	531	531	0
3	532	532	0
3	533	533	0
3	534	534	0
3	535	535	0
3	536	536	0
3	537	537	0
3	538	538	0
3	539	539	0
3	540	540	0
3	541	541	0
3	542	542	0
3	543	543	0
3	544	544	0
3	545	545	0
3	546	546	0
3	547	547	0
3	548	548	0
3	549	549	0
3	550	550	0
3	551	551	0
3	552	552	0
3	553	553	0
3	554	554	0
3	555	555	0
3	556	556	0
3	557	557	0
3	558	558	0
3	559	559	0
3	560	560	0
3	561	561	0
3	562	562	0
3	563	563	0
3	564	564	0
3	565	565	0
3	566	566	0
3	567	567	0
3	568	568	0
3	569	569	0
3	570	570	0
3	571	571	0
3	572	572	0
3	573	573	0
3	574	574	0
3	575	575	0
3	576	576	0
3	577	577	0
3	578	578	0
3	579	579	0
3	580	580	0
3	581	581	0
3	582	582	0
3	583	583	0
3	584	584	0
3	585	585	0
3	586	586	0
3	587	587	0
3	588	588	0
3	589	589	0
3	590	590	0
3	591	591	0
3	592	592	0
3	593	593	1
3	594	594	1
3	595	595	1
3	596	596	1
3	597	597	1
3	598	598	1
3	599	599	2
3	600	600	2
3	601	601	2
3	602	602	2
3	603	603	2
3	604	604	2
3	605	605	2
3	606	606	2
3	607	607	2
3	608	608	2
3	609	609	2
3	610	610	2
3	611	611	2
3	612	612	2
3	613	613	2
3	614	614	2
3	615	615	2
3	616	616	2
3	617	617	2
3	618	618	2
3	619	619	2
3	620	620	2
3	621	621	2
3	622	622	2
3	623	623	2
3	624	624	2
3	625	625	2
3	626	626	2
4	627	1	3
4	628	2	3
4	629	3	3
4	630	4	3
4	631	5	3
4	632	6	3
4	633	7	3
4	634	8	3
4	635	9	3
4	636	10	3
4	637	11	3
4	638	12	3
4	639	13	3
4	640	14	3
4	641	15	3
4	642	16	3
4	643	17	3
4	644	18	3
4	645	19	3
4	646	20	3
4	647	21	3
4	648	22	3
4	649	23	3
4	650	24	3
4	651	25	3
4	652	26	3
4	653	27	3
4	654	28	3
4	655	29	3
4	656	30	3
4	657	31	3
4	658	32	3
4	659	33	3
4	660	34	3
4	661	35	3
4	662	36	3
4	663	37	4
4	664	38	4
4	665	39	4
4	666	40	4
4	667	41	4
4	668	42	4
4	669	43	4
4	670	44	4
4	671	45	4
4	672	46	4
4	673	47	4
4	674	48	4
4	675	49	4
4	676	50	4
4	677	51	4
4	678	52	4
4	679	53	4
4	680	54	4
4	681	55	4
4	682	56	4
4	683	57	4
4	684	58	4
4	685	59	4
4	686	60	4
4	687	61	4
4	688	62	4
4	689	63	4
4	690	64	4
4	691	65	4
4	692	66	4
4	693	67	4
4	694	68	4
4	695	69	4
4	696	70	5
4	697	71	5
4	698	72	5
4	699	73	5
4	700	74	5
4	701	75	5
4	702	76	5
4	703	77	5
4	704	78	5
4	705	79	5
4	706	80	5
4	707	81	5
4	708	82	5
4	709	83	5
4	710	84	5
4	711	85	5
4	712	86	5
4	713	87	5
4	714	88	5
4	715	89	5
4	716	90	5
4	717	91	5
4	718	92	5
4	719	93	5
4	720	94	5
4	721	95	5
4	722	96	5
4	723	97	5
4	724	98	5
4	725	99	5
4	726	100	5
4	727	101	5
4	728	102	5
4	729	103	5
4	730	104	5
4	731	105	5
4	732	106	5
4	733	107	5
4	734	108	5
4	735	109	5
4	736	110	5
4	737	111	5
4	738	112	5
4	739	113	5
4	740	114	5
4	741	115	5
4	742	116	5
4	743	117	5
4	744	118	5
4	745	119	5
4	746	120	5
4	747	121	5
4	748	122	5
4	749	123	5
4	750	124	5
4	751	125	5
4	752	126	5
4	753	127	5
4	754	128	5
4	755	129	5
4	756	130	5
4	757	131	5
4	758	132	5
4	759	133	5
4	760	134	5
4	761	135	5
4	762	136	5
4	763	137	5
4	764	138	5
4	765	139	5
4	766	140	5
4	767	141	5
4	768	142	5
4	769	143	5
4	770	144	5
4	771	145	5
4	772	146	5
4	773	147	5
4	774	148	5
4	775	149	5
4	776	150	5
4	777	151	5
4	778	152	5
4	779	153	5
4	780	154	5
4	781	155	5
4	782	156	5
4	783	157	5
4	784	158	5
4	785	159	5
4	786	160	5
4	787	161	5
4	788	162	5
4	789	163	5
