exon	relative_pos_in_circle	relative_pos_in_exon	coverage
1	1	1	12
1	2	2	13
1	3	3	13
1	4	4	13
1	5	5	13
1	6	6	13
1	7	7	13
1	8	8	13
1	9	9	13
1	10	10	13
1	11	11	13
1	12	12	13
1	13	13	13
1	14	14	13
1	15	15	13
1	16	16	13
1	17	17	13
1	18	18	13
1	19	19	13
1	20	20	13
1	21	21	13
1	22	22	13
1	23	23	13
1	24	24	13
1	25	25	13
1	26	26	13
1	27	27	13
1	28	28	13
1	29	29	13
1	30	30	13
1	31	31	12
1	32	32	12
1	33	33	12
1	34	34	12
1	35	35	12
1	36	36	12
1	37	37	12
1	38	38	12
1	39	39	12
1	40	40	12
1	41	41	12
1	42	42	12
1	43	43	12
1	44	44	12
1	45	45	11
1	46	46	11
1	47	47	11
1	48	48	11
1	49	49	11
1	50	50	10
1	51	51	10
1	52	52	10
1	53	53	7
1	54	54	7
1	55	55	7
1	56	56	7
1	57	57	7
1	58	58	7
1	59	59	7
1	60	60	7
1	61	61	7
1	62	62	7
1	63	63	7
1	64	64	7
1	65	65	6
1	66	66	6
1	67	67	6
1	68	68	6
1	69	69	6
1	70	70	6
1	71	71	6
1	72	72	5
1	73	73	5
1	74	74	5
1	75	75	5
1	76	76	5
1	77	77	5
1	78	78	5
1	79	79	5
1	80	80	5
1	81	81	5
1	82	82	5
1	83	83	4
1	84	84	4
1	85	85	4
1	86	86	4
1	87	87	4
1	88	88	4
1	89	89	4
1	90	90	4
1	91	91	4
1	92	92	4
1	93	93	4
1	94	94	4
1	95	95	4
1	96	96	4
1	97	97	4
1	98	98	4
1	99	99	4
1	100	100	4
1	101	101	4
1	102	102	4
1	103	103	4
1	104	104	6
1	105	105	6
1	106	106	6
1	107	107	6
1	108	108	6
1	109	109	6
1	110	110	6
1	111	111	6
1	112	112	6
1	113	113	6
1	114	114	6
1	115	115	6
1	116	116	6
1	117	117	6
1	118	118	8
1	119	119	8
1	120	120	8
1	121	121	8
1	122	122	8
1	123	123	10
1	124	124	10
1	125	125	10
1	126	126	16
1	127	127	16
1	128	128	16
1	129	129	16
1	130	130	16
1	131	131	16
1	132	132	16
1	133	133	16
1	134	134	16
1	135	135	16
1	136	136	15
1	137	137	15
1	138	138	15
1	139	139	17
1	140	140	17
1	141	141	17
1	142	142	17
1	143	143	17
1	144	144	17
1	145	145	17
1	146	146	19
1	147	147	19
1	148	148	21
1	149	149	21
1	150	150	21
1	151	151	21
1	152	152	21
1	153	153	21
1	154	154	21
1	155	155	21
1	156	156	22
1	157	157	22
1	158	158	22
1	159	159	22
1	160	160	22
1	161	161	22
1	162	162	22
1	163	163	22
1	164	164	22
1	165	165	22
1	166	166	22
1	167	167	22
1	168	168	22
1	169	169	22
1	170	170	22
1	171	171	22
1	172	172	22
1	173	173	22
1	174	174	22
1	175	175	22
1	176	176	22
1	177	177	22
1	178	178	22
1	179	179	22
1	180	180	22
1	181	181	22
1	182	182	22
1	183	183	22
1	184	184	22
1	185	185	22
1	186	186	22
1	187	187	22
1	188	188	22
1	189	189	22
1	190	190	22
1	191	191	22
1	192	192	22
1	193	193	22
1	194	194	22
1	195	195	22
1	196	196	22
2	197	1	20
2	198	2	20
2	199	3	20
2	200	4	20
2	201	5	20
2	202	6	20
2	203	7	20
2	204	8	20
2	205	9	20
2	206	10	20
2	207	11	20
2	208	12	20
2	209	13	21
2	210	14	21
2	211	15	21
2	212	16	21
2	213	17	21
2	214	18	21
2	215	19	21
2	216	20	21
2	217	21	21
2	218	22	21
2	219	23	21
2	220	24	21
2	221	25	21
2	222	26	21
2	223	27	21
2	224	28	21
2	225	29	21
2	226	30	21
2	227	31	21
2	228	32	21
2	229	33	21
2	230	34	21
2	231	35	21
2	232	36	21
2	233	37	21
2	234	38	21
2	235	39	21
2	236	40	21
2	237	41	21
2	238	42	21
2	239	43	21
2	240	44	21
2	241	45	21
2	242	46	21
2	243	47	21
2	244	48	21
2	245	49	21
2	246	50	21
2	247	51	21
2	248	52	21
2	249	53	21
2	250	54	21
2	251	55	20
2	252	56	20
2	253	57	20
2	254	58	20
2	255	59	20
2	256	60	20
2	257	61	20
2	258	62	20
2	259	63	20
2	260	64	20
2	261	65	20
2	262	66	20
2	263	67	20
2	264	68	20
2	265	69	20
2	266	70	20
2	267	71	20
2	268	72	20
2	269	73	20
2	270	74	20
2	271	75	21
2	272	76	21
2	273	77	21
2	274	78	21
2	275	79	21
2	276	80	21
2	277	81	21
2	278	82	21
2	279	83	21
2	280	84	21
2	281	85	21
2	282	86	21
2	283	87	21
2	284	88	21
2	285	89	21
2	286	90	21
2	287	91	21
2	288	92	21
2	289	93	21
2	290	94	21
2	291	95	21
2	292	96	21
2	293	97	21
2	294	98	21
2	295	99	21
2	296	100	21
2	297	101	21
2	298	102	21
2	299	103	21
2	300	104	21
2	301	105	21
2	302	106	21
2	303	107	21
2	304	108	21
2	305	109	21
2	306	110	21
2	307	111	21
2	308	112	21
2	309	113	21
2	310	114	21
2	311	115	21
2	312	116	21
2	313	117	21
2	314	118	21
2	315	119	21
2	316	120	21
2	317	121	21
2	318	122	21
2	319	123	21
2	320	124	21
2	321	125	21
2	322	126	21
