exon	relative_pos_in_circle	relative_pos_in_exon	coverage
16	1	1	9
16	2	2	9
16	3	3	9
16	4	4	9
16	5	5	9
16	6	6	9
16	7	7	9
16	8	8	9
16	9	9	9
16	10	10	9
16	11	11	9
16	12	12	9
16	13	13	9
16	14	14	9
16	15	15	9
16	16	16	9
16	17	17	9
16	18	18	9
16	19	19	8
16	20	20	8
16	21	21	8
16	22	22	8
16	23	23	8
16	24	24	8
16	25	25	8
16	26	26	8
16	27	27	8
16	28	28	8
16	29	29	8
16	30	30	8
16	31	31	8
16	32	32	8
16	33	33	8
16	34	34	8
16	35	35	8
16	36	36	8
16	37	37	8
16	38	38	8
16	39	39	8
16	40	40	8
16	41	41	8
16	42	42	8
16	43	43	8
16	44	44	8
16	45	45	8
16	46	46	8
16	47	47	8
16	48	48	8
16	49	49	8
16	50	50	8
16	51	51	8
16	52	52	8
16	53	53	8
16	54	54	8
16	55	55	8
16	56	56	8
16	57	57	8
16	58	58	8
16	59	59	8
16	60	60	8
16	61	61	8
16	62	62	8
16	63	63	8
16	64	64	7
16	65	65	7
16	66	66	7
16	67	67	7
16	68	68	7
16	69	69	7
16	70	70	7
16	71	71	7
16	72	72	7
16	73	73	7
16	74	74	7
16	75	75	7
16	76	76	7
16	77	77	7
16	78	78	7
16	79	79	7
16	80	80	7
16	81	81	7
16	82	82	7
16	83	83	7
16	84	84	7
16	85	85	7
16	86	86	7
16	87	87	7
16	88	88	7
16	89	89	7
16	90	90	7
16	91	91	7
16	92	92	7
16	93	93	7
16	94	94	7
16	95	95	7
16	96	96	7
16	97	97	7
16	98	98	7
16	99	99	7
16	100	100	7
16	101	101	7
16	102	102	7
16	103	103	7
16	104	104	7
16	105	105	7
16	106	106	7
16	107	107	7
16	108	108	7
16	109	109	7
16	110	110	7
16	111	111	7
16	112	112	7
16	113	113	7
16	114	114	7
16	115	115	7
16	116	116	7
16	117	117	7
16	118	118	7
16	119	119	7
16	120	120	6
16	121	121	6
16	122	122	6
16	123	123	6
16	124	124	6
16	125	125	6
16	126	126	6
16	127	127	6
16	128	128	6
16	129	129	6
16	130	130	6
16	131	131	6
16	132	132	6
17	133	1	6
17	134	2	6
17	135	3	6
17	136	4	6
17	137	5	6
17	138	6	6
17	139	7	6
17	140	8	6
17	141	9	6
17	142	10	6
17	143	11	6
17	144	12	6
17	145	13	6
17	146	14	7
17	147	15	7
17	148	16	7
17	149	17	7
17	150	18	7
17	151	19	7
17	152	20	7
17	153	21	7
17	154	22	7
17	155	23	7
17	156	24	7
17	157	25	7
17	158	26	7
17	159	27	7
17	160	28	7
17	161	29	7
17	162	30	7
17	163	31	7
17	164	32	7
17	165	33	7
17	166	34	8
17	167	35	8
17	168	36	8
17	169	37	8
17	170	38	8
17	171	39	8
17	172	40	8
17	173	41	8
17	174	42	8
17	175	43	8
17	176	44	8
17	177	45	8
17	178	46	8
17	179	47	8
17	180	48	8
17	181	49	8
17	182	50	8
17	183	51	8
17	184	52	8
17	185	53	8
17	186	54	4
17	187	55	4
17	188	56	4
17	189	57	4
17	190	58	4
17	191	59	4
17	192	60	4
17	193	61	4
17	194	62	4
17	195	63	4
17	196	64	4
17	197	65	4
17	198	66	4
17	199	67	4
17	200	68	4
17	201	69	4
17	202	70	4
17	203	71	4
17	204	72	4
17	205	73	4
17	206	74	4
17	207	75	2
17	208	76	2
17	209	77	2
17	210	78	2
17	211	79	2
17	212	80	2
17	213	81	2
17	214	82	2
17	215	83	2
17	216	84	2
17	217	85	2
17	218	86	2
17	219	87	2
17	220	88	2
17	221	89	2
17	222	90	2
17	223	91	2
17	224	92	2
17	225	93	2
17	226	94	2
17	227	95	2
17	228	96	2
17	229	97	2
17	230	98	2
17	231	99	2
17	232	100	2
17	233	101	2
17	234	102	2
17	235	103	2
17	236	104	2
17	237	105	2
17	238	106	2
17	239	107	2
17	240	108	2
17	241	109	2
17	242	110	2
17	243	111	2
17	244	112	2
17	245	113	2
17	246	114	2
17	247	115	2
17	248	116	2
17	249	117	2
17	250	118	2
17	251	119	2
17	252	120	2
17	253	121	2
17	254	122	2
17	255	123	2
17	256	124	2
17	257	125	2
17	258	126	2
17	259	127	2
17	260	128	2
17	261	129	2
17	262	130	2
17	263	131	2
17	264	132	2
17	265	133	2
17	266	134	2
17	267	135	2
17	268	136	2
17	269	137	2
17	270	138	2
17	271	139	2
