exon	relative_pos_in_circle	relative_pos_in_exon	coverage
5	1	1	7
5	2	2	7
5	3	3	7
5	4	4	7
5	5	5	7
5	6	6	7
5	7	7	7
5	8	8	7
5	9	9	7
5	10	10	7
5	11	11	7
5	12	12	7
5	13	13	7
5	14	14	7
5	15	15	7
5	16	16	7
5	17	17	7
5	18	18	7
5	19	19	7
5	20	20	7
5	21	21	7
5	22	22	7
5	23	23	7
5	24	24	7
5	25	25	7
5	26	26	7
5	27	27	7
5	28	28	7
5	29	29	7
5	30	30	7
5	31	31	7
5	32	32	7
5	33	33	7
5	34	34	7
5	35	35	7
5	36	36	7
5	37	37	7
5	38	38	7
5	39	39	7
5	40	40	7
5	41	41	7
5	42	42	7
5	43	43	7
5	44	44	7
5	45	45	7
5	46	46	7
5	47	47	7
5	48	48	7
5	49	49	7
5	50	50	7
5	51	51	7
5	52	52	7
5	53	53	7
5	54	54	7
5	55	55	7
5	56	56	7
5	57	57	7
5	58	58	7
5	59	59	7
5	60	60	7
5	61	61	7
5	62	62	7
5	63	63	7
5	64	64	7
5	65	65	7
5	66	66	7
5	67	67	7
5	68	68	7
5	69	69	7
5	70	70	7
5	71	71	7
5	72	72	7
5	73	73	7
5	74	74	7
5	75	75	7
5	76	76	7
5	77	77	7
5	78	78	7
5	79	79	7
5	80	80	7
5	81	81	7
6	82	1	7
6	83	2	7
6	84	3	7
6	85	4	7
6	86	5	7
6	87	6	7
6	88	7	7
6	89	8	7
6	90	9	7
6	91	10	7
6	92	11	7
6	93	12	7
6	94	13	7
6	95	14	7
6	96	15	7
6	97	16	7
6	98	17	7
6	99	18	8
6	100	19	8
6	101	20	8
6	102	21	8
6	103	22	8
6	104	23	8
6	105	24	8
6	106	25	8
6	107	26	8
6	108	27	8
6	109	28	8
6	110	29	8
6	111	30	8
6	112	31	8
6	113	32	8
6	114	33	8
6	115	34	8
6	116	35	8
6	117	36	8
6	118	37	8
6	119	38	8
6	120	39	8
6	121	40	8
6	122	41	8
6	123	42	8
6	124	43	7
6	125	44	7
6	126	45	7
6	127	46	7
6	128	47	7
6	129	48	7
6	130	49	7
6	131	50	7
6	132	51	7
6	133	52	7
6	134	53	7
6	135	54	7
6	136	55	7
6	137	56	7
6	138	57	7
6	139	58	7
6	140	59	7
6	141	60	7
6	142	61	7
6	143	62	7
6	144	63	7
6	145	64	7
6	146	65	7
6	147	66	7
6	148	67	7
6	149	68	7
6	150	69	7
6	151	70	7
6	152	71	7
7	153	1	5
7	154	2	5
7	155	3	5
7	156	4	5
7	157	5	5
7	158	6	5
7	159	7	5
7	160	8	5
7	161	9	5
7	162	10	5
7	163	11	5
7	164	12	5
7	165	13	5
7	166	14	5
7	167	15	5
7	168	16	5
7	169	17	5
7	170	18	5
7	171	19	5
7	172	20	5
7	173	21	5
7	174	22	5
7	175	23	4
7	176	24	4
7	177	25	4
7	178	26	4
7	179	27	4
7	180	28	4
7	181	29	4
7	182	30	4
7	183	31	4
7	184	32	4
7	185	33	4
7	186	34	4
7	187	35	4
7	188	36	4
7	189	37	4
7	190	38	4
7	191	39	4
7	192	40	4
7	193	41	4
7	194	42	4
7	195	43	4
7	196	44	4
7	197	45	4
7	198	46	4
7	199	47	4
7	200	48	4
7	201	49	4
7	202	50	4
7	203	51	4
7	204	52	4
7	205	53	4
7	206	54	4
7	207	55	4
7	208	56	4
7	209	57	4
7	210	58	4
7	211	59	4
7	212	60	4
7	213	61	4
7	214	62	4
7	215	63	4
7	216	64	4
7	217	65	4
7	218	66	4
7	219	67	4
7	220	68	4
7	221	69	4
7	222	70	4
7	223	71	4
7	224	72	4
7	225	73	4
7	226	74	4
7	227	75	4
7	228	76	4
7	229	77	4
7	230	78	4
7	231	79	4
7	232	80	4
8	233	1	3
8	234	2	3
8	235	3	3
8	236	4	3
8	237	5	3
8	238	6	3
8	239	7	3
8	240	8	3
8	241	9	3
8	242	10	3
8	243	11	3
8	244	12	3
8	245	13	3
8	246	14	3
8	247	15	3
8	248	16	3
8	249	17	3
8	250	18	3
8	251	19	3
8	252	20	3
8	253	21	2
8	254	22	2
8	255	23	2
8	256	24	2
8	257	25	2
8	258	26	2
8	259	27	2
8	260	28	2
8	261	29	2
8	262	30	2
8	263	31	2
8	264	32	2
8	265	33	2
8	266	34	2
8	267	35	2
8	268	36	2
8	269	37	2
8	270	38	2
8	271	39	2
8	272	40	2
8	273	41	2
8	274	42	2
8	275	43	2
8	276	44	2
8	277	45	2
8	278	46	1
8	279	47	1
8	280	48	1
8	281	49	1
8	282	50	1
8	283	51	1
8	284	52	1
8	285	53	1
8	286	54	1
8	287	55	1
8	288	56	1
8	289	57	1
8	290	58	1
8	291	59	1
8	292	60	1
8	293	61	1
8	294	62	1
8	295	63	1
8	296	64	1
8	297	65	1
8	298	66	1
8	299	67	1
8	300	68	1
8	301	69	1
8	302	70	1
8	303	71	1
8	304	72	1
8	305	73	1
8	306	74	1
9	307	1	2
9	308	2	2
9	309	3	2
9	310	4	2
9	311	5	2
9	312	6	2
9	313	7	2
9	314	8	2
9	315	9	2
9	316	10	2
9	317	11	2
9	318	12	2
9	319	13	2
9	320	14	2
9	321	15	2
9	322	16	2
9	323	17	2
9	324	18	2
9	325	19	2
9	326	20	2
9	327	21	2
9	328	22	2
9	329	23	2
9	330	24	2
9	331	25	2
9	332	26	2
9	333	27	2
9	334	28	2
9	335	29	2
9	336	30	2
9	337	31	2
