exon	relative_pos_in_circle	relative_pos_in_exon	coverage
3	1	1	4
3	2	2	4
3	3	3	4
3	4	4	4
3	5	5	4
3	6	6	4
3	7	7	4
3	8	8	4
3	9	9	4
3	10	10	4
3	11	11	4
3	12	12	4
3	13	13	4
3	14	14	4
3	15	15	4
3	16	16	4
3	17	17	4
3	18	18	4
3	19	19	4
3	20	20	4
3	21	21	4
3	22	22	4
3	23	23	4
3	24	24	4
3	25	25	4
3	26	26	4
3	27	27	4
3	28	28	4
3	29	29	4
3	30	30	4
3	31	31	4
3	32	32	4
3	33	33	4
3	34	34	4
3	35	35	3
3	36	36	3
3	37	37	3
3	38	38	3
3	39	39	3
3	40	40	3
3	41	41	3
3	42	42	3
3	43	43	3
3	44	44	3
3	45	45	3
3	46	46	3
3	47	47	3
3	48	48	3
3	49	49	3
3	50	50	3
3	51	51	2
3	52	52	2
3	53	53	2
3	54	54	2
3	55	55	2
3	56	56	2
3	57	57	2
3	58	58	2
3	59	59	2
3	60	60	2
3	61	61	2
3	62	62	2
3	63	63	2
3	64	64	2
3	65	65	2
3	66	66	2
3	67	67	2
3	68	68	2
3	69	69	2
3	70	70	2
3	71	71	2
3	72	72	2
3	73	73	2
3	74	74	2
3	75	75	2
3	76	76	2
3	77	77	2
3	78	78	2
3	79	79	2
3	80	80	2
3	81	81	2
3	82	82	2
3	83	83	2
3	84	84	2
3	85	85	2
3	86	86	2
3	87	87	2
3	88	88	2
3	89	89	2
3	90	90	2
3	91	91	2
3	92	92	2
3	93	93	2
3	94	94	2
3	95	95	2
3	96	96	2
3	97	97	2
3	98	98	2
3	99	99	2
3	100	100	2
3	101	101	2
3	102	102	2
3	103	103	2
3	104	104	2
3	105	105	2
3	106	106	2
3	107	107	2
3	108	108	2
3	109	109	2
3	110	110	2
3	111	111	2
3	112	112	2
3	113	113	2
3	114	114	2
3	115	115	2
3	116	116	2
3	117	117	2
3	118	118	2
3	119	119	2
3	120	120	2
3	121	121	2
3	122	122	2
3	123	123	2
3	124	124	2
3	125	125	2
3	126	126	2
3	127	127	2
3	128	128	2
3	129	129	2
3	130	130	2
3	131	131	2
3	132	132	2
3	133	133	2
3	134	134	2
3	135	135	1
3	136	136	1
3	137	137	1
3	138	138	1
3	139	139	1
3	140	140	1
3	141	141	1
3	142	142	1
3	143	143	1
3	144	144	1
3	145	145	1
3	146	146	1
3	147	147	1
3	148	148	1
3	149	149	1
3	150	150	1
3	151	151	1
3	152	152	1
3	153	153	1
4	154	1	1
4	155	2	1
4	156	3	1
4	157	4	1
4	158	5	1
4	159	6	1
4	160	7	1
4	161	8	1
4	162	9	1
4	163	10	1
4	164	11	1
4	165	12	0
4	166	13	0
4	167	14	0
4	168	15	0
4	169	16	0
4	170	17	0
4	171	18	0
4	172	19	0
4	173	20	0
4	174	21	0
4	175	22	0
4	176	23	0
4	177	24	0
4	178	25	0
4	179	26	1
4	180	27	1
4	181	28	1
4	182	29	1
4	183	30	1
4	184	31	1
4	185	32	1
4	186	33	1
4	187	34	1
4	188	35	1
4	189	36	1
4	190	37	1
4	191	38	1
4	192	39	1
4	193	40	1
4	194	41	1
4	195	42	1
4	196	43	1
4	197	44	1
4	198	45	1
4	199	46	1
4	200	47	1
4	201	48	1
4	202	49	1
4	203	50	1
4	204	51	1
4	205	52	1
4	206	53	1
4	207	54	1
4	208	55	1
4	209	56	1
