exon	relative_pos_in_circle	relative_pos_in_exon	coverage
6	1	1	10
6	2	2	10
6	3	3	10
6	4	4	10
6	5	5	10
6	6	6	10
6	7	7	10
6	8	8	10
6	9	9	10
6	10	10	10
6	11	11	10
6	12	12	10
6	13	13	10
6	14	14	10
6	15	15	10
6	16	16	10
6	17	17	10
6	18	18	10
6	19	19	10
6	20	20	10
6	21	21	10
6	22	22	10
6	23	23	10
6	24	24	10
6	25	25	10
6	26	26	10
6	27	27	10
6	28	28	10
6	29	29	10
6	30	30	10
6	31	31	10
6	32	32	10
6	33	33	10
6	34	34	10
6	35	35	10
6	36	36	10
6	37	37	10
6	38	38	10
6	39	39	10
6	40	40	10
6	41	41	10
6	42	42	10
6	43	43	10
6	44	44	10
6	45	45	10
6	46	46	10
6	47	47	10
6	48	48	10
6	49	49	10
6	50	50	10
6	51	51	10
6	52	52	10
6	53	53	10
6	54	54	10
6	55	55	10
6	56	56	10
6	57	57	10
6	58	58	10
6	59	59	10
6	60	60	10
6	61	61	10
6	62	62	10
6	63	63	10
6	64	64	10
6	65	65	10
6	66	66	10
6	67	67	10
6	68	68	10
6	69	69	10
7	70	1	10
7	71	2	10
7	72	3	10
7	73	4	10
7	74	5	10
7	75	6	10
7	76	7	10
7	77	8	10
7	78	9	10
7	79	10	10
7	80	11	10
7	81	12	10
7	82	13	10
7	83	14	10
7	84	15	10
7	85	16	10
7	86	17	10
7	87	18	10
7	88	19	10
7	89	20	10
7	90	21	10
7	91	22	10
7	92	23	10
7	93	24	10
7	94	25	10
7	95	26	10
7	96	27	10
7	97	28	10
7	98	29	10
7	99	30	10
7	100	31	10
7	101	32	10
7	102	33	10
7	103	34	10
7	104	35	10
7	105	36	10
7	106	37	10
7	107	38	10
7	108	39	10
7	109	40	10
7	110	41	10
7	111	42	10
7	112	43	10
7	113	44	10
7	114	45	10
7	115	46	10
7	116	47	10
7	117	48	10
7	118	49	10
7	119	50	10
7	120	51	10
7	121	52	10
7	122	53	10
7	123	54	10
7	124	55	10
7	125	56	10
7	126	57	10
7	127	58	10
7	128	59	10
7	129	60	10
7	130	61	10
7	131	62	10
7	132	63	10
7	133	64	10
7	134	65	10
7	135	66	10
8	136	1	10
8	137	2	10
8	138	3	10
8	139	4	10
8	140	5	10
8	141	6	10
8	142	7	10
8	143	8	10
8	144	9	10
8	145	10	10
8	146	11	10
8	147	12	10
8	148	13	10
8	149	14	10
8	150	15	10
8	151	16	10
8	152	17	10
8	153	18	10
8	154	19	10
8	155	20	10
8	156	21	10
8	157	22	10
8	158	23	10
8	159	24	10
8	160	25	10
8	161	26	10
8	162	27	10
8	163	28	10
8	164	29	10
8	165	30	10
8	166	31	10
8	167	32	10
8	168	33	10
8	169	34	10
8	170	35	10
8	171	36	10
8	172	37	10
8	173	38	10
8	174	39	8
8	175	40	8
8	176	41	8
8	177	42	8
8	178	43	8
8	179	44	8
8	180	45	8
8	181	46	8
8	182	47	8
8	183	48	8
8	184	49	8
8	185	50	8
8	186	51	8
8	187	52	8
8	188	53	8
8	189	54	8
8	190	55	8
8	191	56	8
8	192	57	8
8	193	58	8
8	194	59	8
8	195	60	8
8	196	61	8
8	197	62	6
8	198	63	4
8	199	64	2
8	200	65	2
8	201	66	2
8	202	67	2
8	203	68	2
8	204	69	2
8	205	70	0
8	206	71	0
8	207	72	0
8	208	73	0
8	209	74	0
8	210	75	0
8	211	76	0
8	212	77	0
8	213	78	0
8	214	79	0
8	215	80	0
8	216	81	0
8	217	82	0
8	218	83	0
8	219	84	0
8	220	85	0
8	221	86	0
8	222	87	0
8	223	88	0
8	224	89	0
8	225	90	0
8	226	91	0
8	227	92	0
8	228	93	0
8	229	94	0
8	230	95	0
8	231	96	0
8	232	97	0
8	233	98	0
8	234	99	0
8	235	100	0
8	236	101	0
8	237	102	0
8	238	103	0
8	239	104	0
8	240	105	0
8	241	106	0
8	242	107	0
8	243	108	0
8	244	109	0
8	245	110	0
8	246	111	0
8	247	112	0
8	248	113	0
8	249	114	0
8	250	115	0
8	251	116	0
8	252	117	0
8	253	118	0
8	254	119	0
8	255	120	0
8	256	121	0
8	257	122	0
8	258	123	0
8	259	124	0
8	260	125	0
8	261	126	0
8	262	127	0
8	263	128	0
8	264	129	0
8	265	130	0
8	266	131	0
8	267	132	0
9	268	1	0
9	269	2	0
9	270	3	0
9	271	4	0
9	272	5	0
9	273	6	0
9	274	7	0
9	275	8	0
9	276	9	0
9	277	10	0
9	278	11	0
9	279	12	0
9	280	13	0
9	281	14	0
9	282	15	0
9	283	16	0
9	284	17	0
9	285	18	0
9	286	19	0
9	287	20	0
9	288	21	0
9	289	22	0
9	290	23	0
9	291	24	0
9	292	25	0
9	293	26	0
9	294	27	0
